word,meaning,furigana,romaji,level
新鮮,fresh,しんせん,shinsen,N3
別れ,"parting, separation, farewell",わかれ,wakare,N3
思想,"thought, idea",しそう,shisō,N3
或,"a certain..., some...",ある,aru,N3
婦人,"woman, female",ふじん,fujin,N3
マイク,mike,,maiku,N3
博士,"doctorate, PhD",はかせ,hakase,N3
はさみ,scissors,,hasami,N3
案,"plan, suffix meaning draft",あん,an,N3
舌,tongue,した,shita,N3
人生,(human) life (i.e. conception to death),じんせい,jinsei,N3
たっぷり,"full, in plenty, ample",,tappuri,N3
中古,"(1) used, second-hand, old",ちゅうこ,chūko,N3
条件,"conditions, terms",じょうけん,jōken,N3
役割,"part, assigning (allotment of) parts, role, duties",やくわり,yakuwari,N3
びっくり,"be surprised, be amazed, be frightened, astonishment",,bikkuri,N3
油,oil,あぶら,abura,N3
メモ,memorandum,,memo,N3
不利,"disadvantage, handicap, unfavorable, drawback",ふり,furi,N3
訳,"meaning, reason, circumstances, can be deduced, situation",やく,yaku,N3
いい,good,,ii,N3
偶然,"(by) chance, unexpectedly, suddenly",ぐうぜん,gūzen,N3
芽,sprout,め,me,N3
不足,"insufficiency, shortage, deficiency, lack, dearth",ふそく,fusoku,N3
グラス,"(1) glass, (2) grass",,gurasu,N3
戦う,"to fight, to battle, to combat",たたかう,tatakau,N3
方向,"direction, course, way",ほうこう,hōkō,N3
強調,"emphasis, stress, stressed point",きょうちょう,kyōchō,N3
自然,"nature, spontaneous",しぜん,shizen,N3
ジュース,"juice, soft drink, deuce",,jūsu,N3
記録,"record, minutes, document",きろく,kiroku,N3
操作,"operation, management, processing",そうさ,sōsa,N3
莫大,"enormous, vast",ばくだい,bakudai,N3
重大,"serious, important, grave, weighty",じゅうだい,jūdai,N3
株,"share, stock, stump (of tree)",かぶ,kabu,N3
無事,"safety, peace, quietness",ぶじ,buji,N3
違反,"violation (of law), transgression, infringement, breach",いはん,ihan,N3
列,"queue, line, row",れつ,retsu,N3
ベンチ,bench,,benchi,N3
事,"thing, matter, fact, circumstances",こと,koto,N3
残り,"remnant, residue, remaining, left-over",のこり,nokori,N3
年月,months and years,としつき,toshitsuki,N3
怪我,"injury (to animate object), hurt",けが,kega,N3
議論,"argument, discussion, dispute",ぎろん,giron,N3
事態,"situation, present state of affairs",じたい,jitai,N3
缶,"can, tin",かん,kan,N3
粗末,"crude, rough, plain, humble",そまつ,somatsu,N3
組む,to put together,くむ,kumu,N3
倒す,"to throw down, to beat, to bring down, to blow down",たおす,taosu,N3
進学,going on to university,しんがく,shingaku,N3
加減,"addition and subtraction, allowance for",かげん,kagen,N3
前者,the former,ぜんしゃ,zensha,N3
主に,"mainly, primarily",おもに,omoni,N3
就職,"finding employment, inauguration",しゅうしょく,shūshoku,N3
覚ます,to awaken,さます,samasu,N3
すみません,"sorry, excuse me",（感）,(),N3
状態,"condition, situation, circumstances, state",じょうたい,jōtai,N3
秒,second (60th min),びょう,byō,N3
翼,wings,つばさ,tsubasa,N3
殺す,to kill,ころす,korosu,N3
馬鹿,"fool, idiot, trivial matter, folly",ばか,baka,N3
裸,"naked, nude",はだか,hadaka,N3
あんなに,"to that extent, to that degree",,annani,N3
県,prefecture,けん,ken,N3
続き,"sequel, continuation",つづき,tsuzuki,N3
題,"title, subject, theme, topic",だい,dai,N3
一体,"(1) one object, one body, (2) what on earth?, really?, (3) generally",いったい,ittai,N3
賞,"prize, award",しょう,shō,N3
ヨット,yacht,,yotto,N3
最終,"last, final, closing",さいしゅう,saishū,N3
ウイスキー,whisky,,uisukī,N3
誰か,"someone, somebody",だれか,dareka,N3
借金,"debt, loan, liabilities",しゃっきん,shakkin,N3
胃,stomach,い,i,N3
積極的,"positive, active, proactive",せっきょくてき,sekkyokuteki,N3
装置,"equipment, installation, apparatus",そうち,sōchi,N3
違いない,"(phrase) sure, no mistaking it, for certain",ちがいない,chigainai,N3
州,sandbank,しゅう,shū,N3
肩,shoulder,かた,kata,N3
そっと,face of the earth,,sotto,N3
為る,"to change, to be of use, to reach to",する,suru,N3
公平,"fairness, impartial, justice",こうへい,kōhei,N3
温度,temperature,おんど,ondo,N3
稲,rice-plant,いね,ine,N3
挨拶,"greeting, salutation",あいさつ,aisatsu,N3
効果,"effect, effectiveness, efficacy, result",こうか,kōka,N3
瓶,bottle,びん,bin,N3
留学,studying abroad,りゅうがく,ryūgaku,N3
命じる,"to order, to command, to appoint",めいじる,meijiru,N3
頂く,"to receive, to take food or drink (hum)",いただく,itadaku,N3
同僚,"coworker, colleague, associate",どうりょう,dōryō,N3
連想,"association (of ideas), suggestion",れんそう,rensō,N3
攻撃,"attack, strike, offensive, criticism, censure",こうげき,kōgeki,N3
是非,"certainly, without fail",ぜひ,zehi,N3
上等,"superiority, first class, very good",じょうとう,jōtō,N3
届く,to reach,とどく,todoku,N3
事件,"event, affair, incident",じけん,jiken,N3
そのまま,"without change, as it is (i.e. now)",,sonomama,N3
要点,"gist, main point",ようてん,yōten,N3
得意,"pride, triumph, prosperity",とくい,tokui,N3
王子,prince,おうじ,ōji,N3
凍る,"to freeze, to be frozen over, to congeal",こおる,kōru,N3
単純,simplicity,たんじゅん,tanjun,N3
衝突,"collision, conflict",しょうとつ,shōtotsu,N3
勇気,"courage, bravery, valour, nerve, boldness",ゆうき,yūki,N3
詳しい,"knowing very well, detailed, full, accurate",くわしい,kuwashii,N3
スピーチ,speech,,supīchi,N3
相続,"succession, inheritance",そうぞく,sōzoku,N3
選手,"(1) player (in game), (2) team",せんしゅ,senshu,N3
育つ,"to raise (child), to be brought up, to grow (up)",そだつ,sodatsu,N3
年間,year,ねんかん,nenkan,N3
しきりに,"frequently, repeatedly, incessantly, eagerly",,shikirini,N3
言う,to say,ゆう,yū,N3
冷静,"calm, composure, coolness, serenity",れいせい,reisei,N3
組織,"(1) organization, (2) structure, construction, (3) tissue, (4) system",そしき,soshiki,N3
起こる,"to occur, to happen",おこる,okoru,N3
犯罪,crime,はんざい,hanzai,N3
嫌う,"to hate, to dislike, to loathe",きらう,kirau,N3
決定,"decision, determination",けってい,kettei,N3
放す,"to separate, to set free",はなす,hanasu,N3
どう,"child, servant, foolishness",（接。副）,(.),N3
扱う,"to handle, to deal with, to treat",あつかう,atsukau,N3
遅刻,"lateness, late coming",ちこく,chikoku,N3
省く,"to omit, to eliminate, to curtail, to economize",はぶく,habuku,N3
試す,"to attempt, to test",ためす,tamesu,N3
霧,"fog, mist",きり,kiri,N3
ペンキ,(n) paint (nl: pek),,penki,N3
手段,"means, way, measure",しゅだん,shudan,N3
粗,"defect, flaw, blemish, weak point",あら,ara,N3
化学,chemistry,かがく,kagaku,N3
作曲,"composition, setting (of music)",さっきょく,sakkyoku,N3
貰う,to receive,もらう,morau,N3
現場,"actual spot, scene, scene of the crime",げんば,genba,N3
営業,"business, trade, management",えいぎょう,eigyō,N3
太陽,"sun, solar",たいよう,taiyō,N3
一瞬,"a moment, an instant",いっしゅん,isshun,N3
地域,"area, region",ちいき,chiiki,N3
種,"(1) seed, (2) material, (3) cause, source",たね,tane,N3
濡れる,to get wet,ぬれる,nureru,N3
臭い,"odour, scent, smell, stench",くさい,kusai,N3
ボート,rowing boat,,bōto,N3
医療,"medical care, medical treatment",いりょう,iryō,N3
夢中,"daze, (in a) trance, ecstasy, delirium, engrossment",むちゅう,muchū,N3
一人一人,"one by one, each, one at a time",ひとりひとり,hitorihitori,N3
いただきます,expression of gratitude before meals,,itadakimasu,N3
動詞,verb,どうし,dōshi,N3
最高,"highest, supreme, the most",さいこう,saikō,N3
事実,"fact, truth, reality",じじつ,jijitsu,N3
手品,"sleight of hand, conjuring trick, magic, juggling",てじな,tejina,N3
学期,term (school),がっき,gakki,N3
椅子,chair,いす,isu,N3
とんでもない,"unexpected, offensive, What a thing to say!, No way!",,tondemonai,N3
頼る,"to rely on, to have recourse to, to depend on",たよる,tayoru,N3
そのうち,"eventually, sooner or later, of the previously mentioned",,sonōchi,N3
金持ち,rich man,かねもち,kanemochi,N3
経験,experience,けいけん,keiken,N3
祭,"festival, feast",まつり,matsuri,N3
グループ,group,,gurūpu,N3
職業,"occupation, business",しょくぎょう,shokugyō,N3
餌,"feed, bait",えさ,esa,N3
発車,departure of a vehicle,はっしゃ,hassha,N3
パーセント,percent,,pāsento,N3
雲,cloud,くも,kumo,N4
サンドイッチ,sandwich,,sandoitchi,N4
故障,to break-down,こしょう・する,koshō-suru,N4
怖い,frightening,こわい,kowai,N4
エスカレーター,escalator,,esukarētā,N4
運ぶ,to transport,はこぶ,hakobu,N4
受ける,to take a lesson or test,うける,ukeru,N4
お嬢さん,young lady,おじょうさん,ojōsan,N4
首,neck,くび,kubi,N4
市民,citizen,しみん,shimin,N4
付く,to be attached,つく,tsuku,N4
すく,to become empty,,suku,N4
こと,"thing, matter",,koto,N4
訪ねる,to visit,たずねる,tazuneru,N4
お祝い,congratulation,おいわい,oiwai,N4
一生懸命,with utmost effort,いっしょうけんめい,isshōkenmei,N4
済む,to finish,すむ,sumu,N4
アメリカ,America,,amerika,N4
復習,revision,ふくしゅう,fukushū,N4
急,"urgent, steep",きゅう,kyū,N4
これから,after this,,korekara,N4
指輪,finger ring,ゆびわ,yubiwa,N4
美しい,beautiful,うつくしい,utsukushii,N4
直る,"to be fixed, to be repaired",なおる,naoru,N4
水泳,swimming,すいえい,suiei,N4
真中,middle,まんなか,mannaka,N4
発音,pronunciation,はつおん,hatsuon,N4
手伝う,to assist,てつだう,tetsudau,N4
折れる,to break or be folded,おれる,oreru,N4
一度,once,いちど,ichido,N4
高等学校,high school,こうとうがっこう,kōtōgakkō,N4
アルコール,alcohol,,arukōru,N4
アナウンサー,announcer,,anaunsā,N4
最初,"beginning, first",さいしょ,saisho,N4
投げる,to throw or cast away,なげる,nageru,N4
変える,to change,かえる,kaeru,N4
昼間,"daytime, during the day",ひるま,hiruma,N4
神社,Shinto shrine,じんじゃ,jinja,N4
食料品,groceries,しょくりょうひん,shokuryōhin,N4
丁寧,polite,ていねい,teinei,N4
規則,regulations,きそく,kisoku,N4
もうすぐ,soon,,mōsugu,N4
絹,silk,きぬ,kinu,N4
怒る,"to get angry, to be angry",おこる,okoru,N4
用,use,よう,yō,N4
致す,(humble) to do,いたす,itasu,N4
海岸,coast,かいがん,kaigan,N4
経済,"finance, economy",けいざい,keizai,N4
以上,"more than, this is all",いじょう,ijō,N4
掛ける,to hang something,かける,kakeru,N4
届ける,to reach,とどける,todokeru,N4
適当,suitability,てきとう,tekitō,N4
祖父,grandfather,そふ,sofu,N4
研究室,"study room, laboratory",けんきゅうしつ,kenkyūshitsu,N4
文学,literature,ぶんがく,bungaku,N4
生きる,to live,いきる,ikiru,N4
それほど,to that extent,,sorehodo,N4
うまい,delicious,,umai,N4
ずいぶん,extremely,,zuibun,N4
お・金持ち,rich man,かねもち / おかねもち,kanemochi / okanemochi,N4
続く,to be continued,つづく,tsuzuku,N4
受付,receipt,うけつけ,uketsuke,N4
代わり,"substitute, alternate",かわり,kawari,N4
残る,to remain,のこる,nokoru,N4
世話,to look after,せわ・する,sewa-suru,N4
スーツケース,suitcase,,sūtsukēsu,N4
くれる,to give,,kureru,N4
会話,conversation,かいわ,kaiwa,N4
向かう,to face,むかう,mukau,N4
増える,to increase,ふえる,fueru,N4
紹介,introduction,しょうかい,shōkai,N4
だから,"so, therefore",,dakara,N4
季節,season,きせつ,kisetsu,N4
そんなに,"so much, like that",,sonnani,N4
このあいだ,"the other day, recently",,konoaida,N4
虫,insect,むし,mushi,N4
祖母,grandmother,そぼ,sobo,N4
いらっしゃる,"(respectful) to be, to come or to go",,irassharu,N4
変,strange,へん,hen,N4
ぶどう,grapes,,budō,N4
直す,"to fix, to repair",なおす,naosu,N4
世界,the world,せかい,sekai,N4
食事,to have a meal,しょくじ・する,shokuji-suru,N4
うそ,a lie,,uso,N4
合う,to match,あう,au,N4
小鳥,small bird,ことり,kotori,N4
電報,telegram,でんぽう,denpō,N4
星,star,ほし,hoshi,N4
申す,"(humble) to be called, to say",もうす,mōsu,N4
失敗,"failure, mistake",しっぱい,shippai,N4
汽車,steam train,きしゃ,kisha,N4
下宿,lodging,げしゅく,geshuku,N4
思う,"to think, to feel",おもう,omō,N4
機会,opportunity,きかい,kikai,N4
皆,everybody,みな,mina,N4
苦い,bitter,にがい,nigai,N4
特に,"particularly, especially",とくに,tokuni,N4
乾く,to get dry,かわく,kawaku,N4
葉,leaf,は,ha,N4
かっこう,appearance,,kakkō,N4
昼休み,noon break,ひるやすみ,hiruyasumi,N4
以下,less than,いか,ika,N4
彼ら,they,かれら,karera,N4
寄る,to visit,よる,yoru,N4
字,character,じ,ji,N4
厳しい,strict,きびしい,kibishii,N4
優しい,kind,やさしい,yasashii,N4
たいてい,usually,,taitei,N4
花見,cherry-blossom viewing,はなみ,hanami,N4
注射,injection,ちゅうしゃ,chūsha,N4
大分,greatly,だいぶ,daibu,N4
ベル,bell,,beru,N4
景色,"scene, landscape",けしき,keshiki,N4
しかる,a particular,,shikaru,N4
日記,journal,にっき,nikki,N4
お礼,expression of gratitude,おれい,orei,N4
集る,to gather,あつまる,atsumaru,N4
大体,generally,だいたい,daitai,N4
なるほど,now I understand,,naruhodo,N4
公務員,government worker,こうむいん,kōmuin,N4
警察,police,けいさつ,keisatsu,N4
空気,"air, atmosphere",くうき,kūki,N4
周り,surroundings,まわり,mawari,N4
汚れる,to get dirty,よごれる,yogoreru,N4
約束,promise,やくそく,yakusoku,N4
砂,sand,すな,suna,N4
笑う,"to laugh, to smile",わらう,warau,N4
しっかり,"firmly, steadily",,shikkari,N4
住所,"an address, a residence",じゅうしょ,jūsho,N4
すり,pickpocket,,suri,N4
注意,caution,ちゅうい,chūi,N4
仕方,method,しかた,shikata,N4
無理,impossible,むり,muri,N4
触る,to touch,さわる,sawaru,N4
押し入れ,closet,おしいれ,oshiire,N4
さ来月,the month after next,さらいげつ,saraigetsu,N4
ビル,building or bill,,biru,N4
歯医者,dentist,はいしゃ,haisha,N4
知らせる,to notify,しらせる,shiraseru,N4
点,"point, dot",てん,ten,N4
予定,arrangement,よてい,yotei,N4
火事,fire,かじ,kaji,N4
出席,to attend,しゅっせき・する,shusseki-suru,N4
壁,wall,かべ,kabe,N4
植える,"to plant, to grow",うえる,ueru,N4
生産,to produce,せいさん・する,seisan-suru,N4
法律,law,ほうりつ,hōritsu,N4
見つかる,to be discovered,みつかる,mitsukaru,N4
港,harbour,みなと,minato,N4
連れる,to lead,つれる,tsureru,N4
見つける,to discover,みつける,mitsukeru,N4
辞典,dictionary,じてん,jiten,N4
乗り換える,to change between buses or trains,のりかえる,norikaeru,N4
役に立つ,to be helpful,やくにたつ,yakunitatsu,N4
写す,to copy or photograph,うつす,utsusu,N4
理由,reason,りゆう,riyū,N4
たまに,occasionally,,tamani,N4
プレゼント,present,,purezento,N4
いっぱい,full,,ippai,N4
運動,to exercise,うんどう・する,undō-suru,N4
見える,to be in sight,みえる,mieru,N4
申し上げる,"(humble) to say, to tell",もうしあげる,mōshiageru,N4
冷える,to grow cold,ひえる,hieru,N4
痩せる,to become thin,やせる,yaseru,N4
屋上,rooftop,おくじょう,okujō,N4
ステレオ,stereo,,sutereo,N4
そう,really,,sō,N4
お土産,souvenir,おみやげ,omiyage,N4
泥棒,thief,どろぼう,dorobō,N4
お祭り,festival,おまつり,omatsuri,N4
浅い,"shallow, superficial",あさい,asai,N4
お見舞い,"calling on someone who is ill, enquiry",おみまい,omimai,N4
アルバイト,part-time job,,arubaito,N4
おつり,"change from purchase, balance",,otsuri,N4
輸入,to import,ゆにゅう・する,yunyū-suru,N4
人口,population,じんこう,jinkō,N4
興味,an interest,きょうみ,kyōmi,N4
時代,era,じだい,jidai,N4
特急,limited express train (faster than an express train),とっきゅう,tokkyū,N4
腕,arm,うで,ude,N4
気分,mood,きぶん,kibun,N4
上る,to rise,あがる,agaru,N4
いただく,(humble) to receive,,itadaku,N4
泊まる,to lodge at,とまる,tomaru,N4
盗む,to steal,ぬすむ,nusumu,N4
ひげ,beard,,hige,N4
坂,"slope, hill",さか,saka,N4
よろしい,"(respectful) OK, all right",,yoroshii,N4
技術,"art, technology, skill",ぎじゅつ,gijutsu,N4
為,in order to,ため,tame,N4
小説,novel,しょうせつ,shōsetsu,N4
調べる,to investigate,しらべる,shiraberu,N4
趣味,hobby,しゅみ,shumi,N4
運転手,driver,うんてんしゅ,untenshu,N4
深い,deep,ふかい,fukai,N4
林,"woods, forester",はやし,hayashi,N4
小学校,elementary school,しょうがっこう,shōgakkō,N4
まず,first of all,,mazu,N4
気持ち,"feeling, mood",きもち,kimochi,N4
思い出す,to remember,おもいだす,omoidasu,N4
留守,absence,るす,rusu,N4
続ける,to continue,つづける,tsuzukeru,N4
草,grass,くさ,kusa,N4
途中,on the way,とちゅう,tochū,N4
できるだけ,as much as possible,,dekirudake,N4
お宅,(polite) your house,おたく,otaku,N4
召し上がる,(polite) to eat,めしあがる,meshiagaru,N4
悲しい,sad,かなしい,kanashii,N4
子,child,こ,ko,N4
運転,to drive,うんてん・する,unten-suru,N4
はっきり,clearly,,hakkiri,N4
折る,to break or to fold,おる,oru,N4
今度,"now, next time",こんど,kondo,N4
アフリカ,Africa,,afurika,N4
壊れる,to be broken,こわれる,kowareru,N4
番組,television or radio program,ばんぐみ,bangumi,N4
捕まえる,to seize,つかまえる,tsukamaeru,N4
タイプ,"type, style",,taipu,N4
毛,hair or fur,け,ke,N4
落る,to fall or drop,おちる,ochiru,N4
場合,situation,ばあい,baai,N4
意見,opinion,いけん,iken,N4
通る,to go through,とおる,tōru,N4
着物,kimono,きもの,kimono,N4
森,forest,もり,mori,N4
市,city,し,shi,N4
ほど,extent,,hodo,N4
入院,to hospitalise,にゅういん・する,nyūin-suru,N4
カーテン,curtain,,kāten,N4
動く,to move,うごく,ugoku,N4
ぜひ,without fail,,zehi,N4
すばらしい,wonderful,,subarashii,N4
参る,"(humble) to go, to come",まいる,mairu,N4
ねっしん,enthusiasm,,nesshin,N4
講堂,auditorium,こうどう,kōdō,N4
もし,if,,moshi,N4
ぬれる,to get wet,,nureru,N4
非常に,extremely,ひじょうに,hijōni,N4
文法,grammar,ぶんぽう,bunpō,N4
表,the front,おもて,omote,N4
おっしゃる,(respectful) to say,,ossharu,N4
西洋,western countries,せいよう,seiyō,N4
両方,both sides,りょうほう,ryōhō,N4
払う,to pay,はらう,harau,N4
地理,geography,ちり,chiri,N4
あかちゃん,infant,,akachan,N4
似る,to be similar,にる,niru,N4
踊る,to dance,おどる,odoru,N4
うれしい,glad,,ureshii,N4
事故,accident,じこ,jiko,N4
さっき,some time ago,,sakki,N4
赤ん坊,baby,あかんぼう,akanbō,N4
寂しい,lonely,さびしい,sabishii,N4
複雑,"complexity, complication",ふくざつ,fukuzatsu,N4
眠る,to sleep,ねむる,nemuru,N4
近所,neighbourhood,きんじょ,kinjo,N4
ごみ,rubbish,,gomi,N4
例えば,for example,たとえば,tatoeba,N4
チェック・する,to check,,chekku-suru,N4
御主人,(honorable) your husband,ごしゅじん,goshujin,N4
テキスト,"text, text book",,tekisuto,N4
ごちそう,a feast,,gochisō,N4
起す,to wake,おこす,okosu,N4
テニス,tennis,,tenisu,N4
パソコン,personal computer,,pasokon,N4
研究,research,けんきゅう,kenkyū,N4
聞こえる,to be heard,きこえる,kikoeru,N4
間違える,to make a mistake,まちがえる,machigaeru,N4
看護婦,female nurse,かんごふ,kangofu,N4
会議室,meeting room,かいぎしつ,kaigishitsu,N4
とこや,barber,,tokoya,N4
試合,"match, game",しあい,shiai,N4
止む,to stop,やむ,yamu,N4
のど,throat,,nodo,N4
戦争,war,せんそう,sensō,N4
降り出す,to start to rain,ふりだす,furidasu,N4
コンピュータ / コンピューター,computer,,konpyūta / konpyūtā,N4
盛ん,"popularity, prosperous",さかん,sakan,N4
取り替える,to exchange,とりかえる,torikaeru,N4
支度,to prepare,したく・する,shitaku-suru,N4
社会,"society, public",しゃかい,shakai,N4
沸く,"to boil, to grow hot, to get excited",わく,waku,N4
ちっとも,not at all (used with a negative verb),,chittomo,N4
おかげ,owing to,,okage,N4
ステーキ,steak,,sutēki,N4
消しゴム,eraser,けしゴム,keshigomu,N4
遠慮,"to be reserved, to be restrained",えんりょ・する,enryo-suru,N4
工場,factory,こうじょう,kōjō,N4
僕,I (used by males),ぼく,boku,N4
招待,to invite,しょうたい・する,shōtai-suru,N4
彼,"he, boyfriend",かれ,kare,N4
妻,(humble) wife,つま,tsuma,N4
石,stone,いし,ishi,N4
簡単,simple,かんたん,kantan,N4
残念,disappointment,ざんねん,zannen,N4
血,blood,ち,chi,N4
ピアノ,piano,,piano,N4
おかしい,strange or funny,,okashii,N4
家内,housewife,かない,kanai,N4
試験,examination,しけん,shiken,N4
布団,"Japanese bedding, futon",ふとん,futon,N4
枝,"branch, twig",えだ,eda,N4
二階建て,two storied,にかいだて,nikaidate,N4
大学生,university student,だいがくせい,daigakusei,N4
楽む,to enjoy oneself,たのしむ,tanoshimu,N4
遠く,distant,とおく,tōku,N4
今夜,tonight,こんや,kon'ya,N4
決める,to decide,きめる,kimeru,N4
なるべく,as much as possible,,narubeku,N4
引き出す,to withdraw,ひきだす,hikidasu,N4
明日,tomorrow,あす,asu,N4
割れる,to break,われる,wareru,N4
田舎,countryside,いなか,inaka,N4
寺,temple,てら,tera,N4
釣る,to fish,つる,tsuru,N4
建てる,to build,たてる,tateru,N4
久しぶり,after a long time,ひさしぶり,hisashiburi,N4
男性,male,だんせい,dansei,N4
割合,"rate, ratio, percentage",わりあい,wariai,N4
相談,to discuss,そうだん・する,sōdan-suru,N4
足す,to add a number,たす,tasu,N4
社長,company president,しゃちょう,shachō,N4
経験,to experience,けいけん・する,keiken-suru,N4
訳,"meaning, reason",わけ,wake,N4
足りる,to be enough,たりる,tariru,N4
味噌,bean paste,みそ,miso,N4
もらう,to receive,,morau,N4
どんどん,more and more,,dondon,N4
工業,the manufacturing industry,こうぎょう,kōgyō,N4
終わり,the end,おわり,owari,N4
いじめる,to tease,,ijimeru,N4
立てる,to stand something up,たてる,tateru,N4
歴史,history,れきし,rekishi,N4
おいでになる,(respectful) to be,,oideninaru,N4
うち,within,,uchi,N4
それで,because of that,,sorede,N4
ワープロ,word processor,,wāpuro,N4
漫画,comic,まんが,manga,N4
親,parents,おや,oya,N4
安全,safety,あんぜん,anzen,N4
案内,to guide,あんない・する,annai-suru,N4
棚,shelves,たな,tana,N4
不便,inconvenience,ふべん,fuben,N4
間,a space,あいだ,aida,N4
恥ずかしい,embarrassed,はずかしい,hazukashii,N4
打つ,to hit,うつ,utsu,N4
倒れる,to break down,たおれる,taoreru,N4
光,light,ひかり,hikari,N4
交通,"traffic, transportation",こうつう,kōtsū,N4
やはり / やっぱり,"as I thought, absolutely",,yahari / yappari,N4
スクリーン,screen,,sukurīn,N4
細かい,"small, fine",こまかい,komakai,N4
夫,husband,おっと,otto,N4
差し上げる,(polite) to give,さしあげる,sashiageru,N4
壊す,to break,こわす,kowasu,N4
そんな,that sort of,,sonna,N4
レジ,register,,reji,N4
戻る,to turn back,もどる,modoru,N4
国際,international,こくさい,kokusai,N4
音,"sound, note",おと,oto,N4
はず,it should be so,,hazu,N4
必要,necessary,ひつよう,hitsuyō,N4
産業,industry,さんぎょう,sangyō,N4
進む,to make progress,すすむ,susumu,N4
しばらく,little while,,shibaraku,N4
鏡,mirror,かがみ,kagami,N4
ソフト,soft,,sofuto,N4
ちゃん,suffix for familiar female person,,chan,N4
日,"day, sun",ひ,hi,N4
珍しい,rare,めずらしい,mezurashii,N4
都合,"circumstances, convenience",つごう,tsugō,N4
忘れ物,lost article,わすれもの,wasuremono,N4
驚く,to be surprised,おどろく,odoroku,N4
逃げる,to escape,にげる,nigeru,N4
心,"core, heart",こころ,kokoro,N4
つもり,intention,,tsumori,N4
中学校,"junior high school, middle school",ちゅうがっこう,chūgakkō,N4
隅,"corner, nook",すみ,sumi,N4
開く,to open an event,ひらく,hiraku,N4
ジャム,jam,,jamu,N4
決る,to be decided,きまる,kimaru,N4
力,"strength, power",ちから,chikara,N4
ねだん,price,,nedan,N4
太る,to become fat,ふとる,futoru,N4
計画,to plan,けいかく・する,keikaku-suru,N4
勝つ,to win,かつ,katsu,N4
眠い,sleepy,ねむい,nemui,N4
先輩,senior,せんぱい,senpai,N4
翻訳,translation,ほんやく,hon'yaku,N4
女性,woman,じょせい,josei,N4
形,shape,かたち,katachi,N4
ご存じ,"knowing, acquaintance",ごぞんじ,gozonji,N4
あんな,such,,anna,N4
このごろ,"these days, nowadays",,konogoro,N4
滑る,"to slide, to slip",すべる,suberu,N4
沸かす,"to boil, to heat",わかす,wakasu,N4
移る,to move house or transfer,うつる,utsuru,N4
選ぶ,to choose,えらぶ,erabu,N4
高校生,high school student,こうこうせい,kōkōsei,N4
さ来週,the week after next,さらいしゅう,saraishū,N4
うん,(informal) yes,,un,N4
帰り,return,かえり,kaeri,N4
湯,hot water,ゆ,yu,N4
昔,"olden days, former",むかし,mukashi,N4
味,flavour,あじ,aji,N4
アジア,Asia,,ajia,N4
人形,"doll, figure",にんぎょう,ningyō,N4
治る,"to be cured, to heal",なおる,naoru,N4
自由,freedom,じゆう,jiyū,N4
パート,part time,,pāto,N4
ガラス,a glass pane,,garasu,N4
大事,"important, valuable, serious matter",だいじ,daiji,N4
遅れる,to be late,おくれる,okureru,N4
会場,assembly hall or meeting place,かいじょう,kaijō,N4
あげる,to give,,ageru,N4
利用,utilization,りよう,riyō,N4
泳ぎ方,way of swimming,およぎかた,oyogikata,N4
普通,"usually, or a train that stops at every station",ふつう,futsū,N4
ガス,petrol,,gasu,N4
必ず,"certainly, necessarily",かならず,kanarazu,N4
競争,competition,きょうそう,kyōsō,N4
承知,to consent,しょうち・する,shōchi-suru,N4
焼く,"to bake, to grill",やく,yaku,N4
別,different,べつ,betsu,N4
過ぎる,to exceed,すぎる,sugiru,N4
連絡,contact,れんらく,renraku,N4
すると,then,,suruto,N4
暮れる,"to get dark, to come to an end",くれる,kureru,N4
喜ぶ,to be delighted,よろこぶ,yorokobu,N4
習慣,"custom, manners",しゅうかん,shūkan,N4
部長,head of a section,ぶちょう,buchō,N4
祈る,to pray,いのる,inoru,N4
水道,water supply,すいどう,suidō,N4
とうとう,"finally, after all",,tōtō,N4
道具,"tool, means",どうぐ,dōgu,N4
ケーキ,cake,,kēki,N4
郊外,outskirts,こうがい,kōgai,N4
おもちゃ,toy,,omocha,N4
最近,"latest, nowadays",さいきん,saikin,N4
もちろん,of course,,mochiron,N4
天気予報,weather forecast,てんきよほう,tenkiyohō,N4
乗り物,vehicle,のりもの,norimono,N4
亡くなる,to die,なくなる,nakunaru,N4
尋ねる,to ask,たずねる,tazuneru,N4
髪,hair,かみ,kami,N4
売り場,place where things are sold,うりば,uriba,N4
下着,underwear,したぎ,shitagi,N4
鳴る,to sound,なる,naru,N4
飛行場,airport,ひこうじょう,hikōjō,N4
都,metropolitan,と,to,N4
親切,kindness,しんせつ,shinsetsu,N4
政治,"politics, government",せいじ,seiji,N4
予約,reservation,よやく,yoyaku,N4
泣く,to weep,なく,naku,N4
すっと,"straight, all of a sudden",,sutto,N4
君,(informal) You (used by men towards women),きみ,kimi,N4
娘,(humble) daughter,むすめ,musume,N4
踏む,to step on,ふむ,fumu,N4
店員,shop assistant,てんいん,ten'in,N4
通う,to commute,かよう,kayō,N4
彼女,"she, girlfriend",かのじょ,kanojo,N4
場所,location,ばしょ,basho,N4
木綿,cotton,もめん,momen,N4
畳,Japanese straw mat,たたみ,tatami,N4
裏,reverse side,うら,ura,N4
びっくり・する,to be surprised,,bikkuri-suru,N4
地震,earthquake,じしん,jishin,N4
湖,lake,みずうみ,mizūmi,N4
危険,danger,きけん,kiken,N4
